trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,continuous_pickup,continuous_drop_off
101,17:40:54,17:41:14,3,18,,0,0,22392.42,1,,
101,17:43:09,17:43:29,2,19,,0,0,23489.09,1,,
101,17:45:24,17:45:44,1,20,,0,0,24382.402,1,,
102,17:02:24,17:02:44,21,0,,0,0,0.0,1,,
102,17:05:14,17:05:34,20,1,,0,0,1202.405,1,,
102,17:07:44,17:08:04,19,2,,0,0,2480.75,1,,
102,17:09:49,17:10:09,18,3,,0,0,3314.936,1,,
102,17:12:09,17:12:29,17,4,,0,0,4300.216,1,,
102,17:14:39,17:14:59,16,5,,0,0,5571.618,1,,
102,17:17:19,17:17:39,15,6,,0,0,7050.805,1,,
102,17:19:19,17:19:39,14,7,,0,0,7784.659,1,,
102,17:21:39,17:21:59,13,8,,0,0,9026.197,1,,
102,17:24:14,17:24:34,12,9,,0,0,10235.563,1,,
102,17:27:09,17:27:29,11,10,,0,0,11759.314,1,,
102,17:29:24,17:29:44,10,11,,0,0,12810.503,1,,
102,17:31:39,17:31:59,9,12,,0,0,13746.182,1,,
102,17:34:04,17:34:24,8,13,,0,0,14897.064,1,,
102,17:37:49,17:38:09,7,14,,0,0,17251.309,1,,
102,17:40:39,17:40:59,6,15,,0,0,18996.408,1,,
102,17:43:04,17:43:24,5,16,,0,0,20063.098,1,,
102,17:45:34,17:45:54,4,17,,0,0,21000.166,1,,
102,17:48:04,17:48:24,3,18,,0,0,22392.42,1,,
102,17:50:19,17:50:39,2,19,,0,0,23489.09,1,,
102,17:52:34,17:52:54,1,20,,0,0,24382.402,1,,
103,17:08:36,17:08:56,21,0,,0,0,0.0,1,,
103,17:11:26,17:11:46,20,1,,0,0,1202.405,1,,
103,17:13:56,17:14:16,19,2,,0,0,2480.75,1,,
103,17:16:01,17:16:21,18,3,,0,0,3314.936,1,,
103,17:18:21,17:18:41,17,4,,0,0,4300.216,1,,
103,17:20:51,17:21:11,16,5,,0,0,5571.618,1,,
103,17:23:31,17:23:51,15,6,,0,0,7050.805,1,,
103,17:25:31,17:25:51,14,7,,0,0,7784.659,1,,
103,17:27:51,17:28:11,13,8,,0,0,9026.197,1,,
103,17:30:26,17:30:46,12,9,,0,0,10235.563,1,,
103,17:33:21,17:33:41,11,10,,0,0,11759.314,1,,
103,17:35:36,17:35:56,10,11,,0,0,12810.503,1,,
103,17:37:51,17:38:11,9,12,,0,0,13746.182,1,,
103,17:40:16,17:40:36,8,13,,0,0,14897.064,1,,
103,17:44:01,17:44:21,7,14,,0,0,17251.309,1,,
103,17:46:51,17:47:11,6,15,,0,0,18996.408,1,,
103,17:49:16,17:49:36,5,16,,0,0,20063.098,1,,
103,17:51:46,17:52:06,4,17,,0,0,21000.166,1,,
103,17:54:16,17:54:36,3,18,,0,0,22392.42,1,,
103,17:56:31,17:56:51,2,19,,0,0,23489.09,1,,
103,17:58:46,17:59:06,1,20,,0,0,24382.402,1,,
104,17:14:48,17:15:08,21,0,,0,0,0.0,1,,
104,17:17:38,17:17:58,20,1,,0,0,1202.405,1,,
104,17:20:08,17:20:28,19,2,,0,0,2480.75,1,,
104,17:22:13,17:22:33,18,3,,0,0,3314.936,1,,
104,17:24:33,17:24:53,17,4,,0,0,4300.216,1,,
104,17:27:03,17:27:23,16,5,,0,0,5571.618,1,,
104,17:29:43,17:30:03,15,6,,0,0,7050.805,1,,
104,17:31:43,17:32:03,14,7,,0,0,7784.659,1,,
104,17:34:03,17:34:23,13,8,,0,0,9026.197,1,,
104,17:36:38,17:36:58,12,9,,0,0,10235.563,1,,
104,17:39:33,17:39:53,11,10,,0,0,11759.314,1,,
104,17:41:48,17:42:08,10,11,,0,0,12810.503,1,,
104,17:44:03,17:44:23,9,12,,0,0,13746.182,1,,
104,17:46:28,17:46:48,8,13,,0,0,14897.064,1,,
104,17:50:13,17:50:33,7,14,,0,0,17251.309,1,,
104,17:53:03,17:53:23,6,15,,0,0,18996.408,1,,
104,17:55:28,17:55:48,5,16,,0,0,20063.098,1,,
104,17:57:58,17:58:18,4,17,,0,0,21000.166,1,,
104,18:00:28,18:00:48,3,18,,0,0,22392.42,1,,
104,18:02:43,18:03:03,2,19,,0,0,23489.09,1,,
104,18:04:58,18:05:18,1,20,,0,0,24382.402,1,,
105,17:21:00,17:21:20,21,0,,0,0,0.0,1,,
105,17:23:50,17:24:10,20,1,,0,0,1202.405,1,,
105,17:26:20,17:26:40,19,2,,0,0,2480.75,1,,
105,17:28:25,17:28:45,18,3,,0,0,3314.936,1,,
105,17:30:45,17:31:05,17,4,,0,0,4300.216,1,,
105,17:33:15,17:33:35,16,5,,0,0,5571.618,1,,
105,17:35:55,17:36:15,15,6,,0,0,7050.805,1,,
105,17:37:55,17:38:15,14,7,,0,0,7784.659,1,,
105,17:40:15,17:40:35,13,8,,0,0,9026.197,1,,
105,17:42:50,17:43:10,12,9,,0,0,10235.563,1,,
105,17:45:45,17:46:05,11,10,,0,0,11759.314,1,,
105,17:48:00,17:48:20,10,11,,0,0,12810.503,1,,
105,17:50:15,17:50:35,9,12,,0,0,13746.182,1,,
105,17:52:40,17:53:00,8,13,,0,0,14897.064,1,,
105,17:56:25,17:56:45,7,14,,0,0,17251.309,1,,
105,17:59:15,17:59:35,6,15,,0,0,18996.408,1,,
105,18:01:40,18:02:00,5,16,,0,0,20063.098,1,,
105,18:04:10,18:04:30,4,17,,0,0,21000.166,1,,
105,18:06:40,18:07:00,3,18,,0,0,22392.42,1,,
105,18:08:55,18:09:15,2,19,,0,0,23489.09,1,,
105,18:11:10,18:11:30,1,20,,0,0,24382.402,1,,
106,17:27:12,17:27:32,21,0,,0,0,0.0,1,,
106,17:30:02,17:30:22,20,1,,0,0,1202.405,1,,
106,17:32:32,17:32:52,19,2,,0,0,2480.75,1,,
106,17:34:37,17:34:57,18,3,,0,0,3314.936,1,,
106,17:36:57,17:37:17,17,4,,0,0,4300.216,1,,
106,17:39:27,17:39:47,16,5,,0,0,5571.618,1,,
106,17:42:07,17:42:27,15,6,,0,0,7050.805,1,,
106,17:44:07,17:44:27,14,7,,0,0,7784.659,1,,
106,17:46:27,17:46:47,13,8,,0,0,9026.197,1,,
106,17:49:02,17:49:22,12,9,,0,0,10235.563,1,,
106,17:51:57,17:52:17,11,10,,0,0,11759.314,1,,
106,17:54:12,17:54:32,10,11,,0,0,12810.503,1,,
106,17:56:27,17:56:47,9,12,,0,0,13746.182,1,,
106,17:58:52,17:59:12,8,13,,0,0,14897.064,1,,
106,18:02:37,18:02:57,7,14,,0,0,17251.309,1,,
106,18:05:27,18:05:47,6,15,,0,0,18996.408,1,,
106,18:07:52,18:08:12,5,16,,0,0,20063.098,1,,
106,18:10:22,18:10:42,4,17,,0,0,21000.166,1,,
106,18:12:52,18:13:12,3,18,,0,0,22392.42,1,,
106,18:15:07,18:15:27,2,19,,0,0,23489.09,1,,
106,18:17:22,18:17:42,1,20,,0,0,24382.402,1,,
107,17:33:24,17:33:44,21,0,,0,0,0.0,1,,
107,17:36:14,17:36:34,20,1,,0,0,1202.405,1,,
107,17:38:44,17:39:04,19,2,,0,0,2480.75,1,,
107,17:40:49,17:41:09,18,3,,0,0,3314.936,1,,
107,17:43:09,17:43:29,17,4,,0,0,4300.216,1,,
107,17:45:39,17:45:59,16,5,,0,0,5571.618,1,,
107,17:48:19,17:48:39,15,6,,0,0,7050.805,1,,
107,17:50:19,17:50:39,14,7,,0,0,7784.659,1,,
107,17:52:39,17:52:59,13,8,,0,0,9026.197,1,,
107,17:55:14,17:55:34,12,9,,0,0,10235.563,1,,
107,17:58:09,17:58:29,11,10,,0,0,11759.314,1,,
107,18:00:24,18:00:44,10,11,,0,0,12810.503,1,,
107,18:02:39,18:02:59,9,12,,0,0,13746.182,1,,
107,18:05:04,18:05:24,8,13,,0,0,14897.064,1,,
107,18:08:49,18:09:09,7,14,,0,0,17251.309,1,,
107,18:11:39,18:11:59,6,15,,0,0,18996.408,1,,
107,18:14:04,18:14:24,5,16,,0,0,20063.098,1,,
107,18:16:34,18:16:54,4,17,,0,0,21000.166,1,,
107,18:19:04,18:19:24,3,18,,0,0,22392.42,1,,
107,18:21:19,18:21:39,2,19,,0,0,23489.09,1,,
107,18:23:34,18:23:54,1,20,,0,0,24382.402,1,,
108,17:39:36,17:39:56,21,0,,0,0,0.0,1,,
108,17:42:26,17:42:46,20,1,,0,0,1202.405,1,,
108,17:44:56,17:45:16,19,2,,0,0,2480.75,1,,
108,17:47:01,17:47:21,18,3,,0,0,3314.936,1,,
108,17:49:21,17:49:41,17,4,,0,0,4300.216,1,,
108,17:51:51,17:52:11,16,5,,0,0,5571.618,1,,
108,17:54:31,17:54:51,15,6,,0,0,7050.805,1,,
108,17:56:31,17:56:51,14,7,,0,0,7784.659,1,,
108,17:58:51,17:59:11,13,8,,0,0,9026.197,1,,
108,18:01:26,18:01:46,12,9,,0,0,10235.563,1,,
108,18:04:21,18:04:41,11,10,,0,0,11759.314,1,,
108,18:06:36,18:06:56,10,11,,0,0,12810.503,1,,
108,18:08:51,18:09:11,9,12,,0,0,13746.182,1,,
108,18:11:16,18:11:36,8,13,,0,0,14897.064,1,,
108,18:15:01,18:15:21,7,14,,0,0,17251.309,1,,
108,18:17:51,18:18:11,6,15,,0,0,18996.408,1,,
108,18:20:16,18:20:36,5,16,,0,0,20063.098,1,,
108,18:22:46,18:23:06,4,17,,0,0,21000.166,1,,
108,18:25:16,18:25:36,3,18,,0,0,22392.42,1,,
108,18:27:31,18:27:51,2,19,,0,0,23489.09,1,,
108,18:29:46,18:30:06,1,20,,0,0,24382.402,1,,
109,17:45:48,17:46:08,21,0,,0,0,0.0,1,,
109,17:48:38,17:48:58,20,1,,0,0,1202.405,1,,
109,17:51:08,17:51:28,19,2,,0,0,2480.75,1,,
109,17:53:13,17:53:33,18,3,,0,0,3314.936,1,,
109,17:55:33,17:55:53,17,4,,0,0,4300.216,1,,
109,17:58:03,17:58:23,16,5,,0,0,5571.618,1,,
109,18:00:43,18:01:03,15,6,,0,0,7050.805,1,,
109,18:02:43,18:03:03,14,7,,0,0,7784.659,1,,
109,18:05:03,18:05:23,13,8,,0,0,9026.197,1,,
109,18:07:38,18:07:58,12,9,,0,0,10235.563,1,,
109,18:10:33,18:10:53,11,10,,0,0,11759.314,1,,
109,18:12:48,18:13:08,10,11,,0,0,12810.503,1,,
109,18:15:03,18:15:23,9,12,,0,0,13746.182,1,,
109,18:17:28,18:17:48,8,13,,0,0,14897.064,1,,
109,18:21:13,18:21:33,7,14,,0,0,17251.309,1,,
109,18:24:03,18:24:23,6,15,,0,0,18996.408,1,,
109,18:26:28,18:26:48,5,16,,0,0,20063.098,1,,
109,18:28:58,18:29:18,4,17,,0,0,21000.166,1,,
109,18:31:28,18:31:48,3,18,,0,0,22392.42,1,,
109,18:33:43,18:34:03,2,19,,0,0,23489.09,1,,
109,18:35:58,18:36:18,1,20,,0,0,24382.402,1,,
430,05:25:02,05:25:22,21,0,,0,0,0.0,1,,
430,05:27:52,05:28:12,20,1,,0,0,1202.405,1,,
430,05:30:22,05:30:42,19,2,,0,0,2480.75,1,,
430,05:32:27,05:32:47,18,3,,0,0,3314.936,1,,
430,05:34:47,05:35:07,17,4,,0,0,4300.216,1,,
430,05:37:17,05:37:37,16,5,,0,0,5571.618,1,,
430,05:39:57,05:40:17,15,6,,0,0,7050.805,1,,
430,05:41:57,05:42:17,14,7,,0,0,7784.659,1,,
430,05:44:17,05:44:37,13,8,,0,0,9026.197,1,,
430,05:46:52,05:47:12,12,9,,0,0,10235.563,1,,
430,05:49:47,05:50:07,11,10,,0,0,11759.314,1,,
430,05:52:02,05:52:22,10,11,,0,0,12810.503,1,,
430,05:54:17,05:54:37,9,12,,0,0,13746.182,1,,
430,05:56:42,05:57:02,8,13,,0,0,14897.064,1,,
430,06:00:27,06:00:47,7,14,,0,0,17251.309,1,,
430,06:03:17,06:03:37,6,15,,0,0,18996.408,1,,
430,06:05:42,06:06:02,5,16,,0,0,20063.098,1,,
430,06:08:12,06:08:32,4,17,,0,0,21000.166,1,,
430,06:10:42,06:11:02,3,18,,0,0,22392.42,1,,
430,06:12:57,06:13:17,2,19,,0,0,23489.09,1,,
430,06:15:12,06:15:32,1,20,,0,0,24382.402,1,,
430,06:17:38,06:17:58,232,21,,0,0,25599.926,1,,
430,06:20:08,06:20:28,231,22,,0,0,26865.381,1,,
430,06:22:28,06:22:48,230,23,,0,0,28106.078,1,,
430,06:24:50,06:25:10,229,24,,0,0,29175.811,1,,
430,06:27:26,06:27:46,228,25,,0,0,30487.852,1,,
430,06:29:11,06:29:31,227,26,,0,0,31291.16,1,,
430,06:32:04,06:32:24,226,27,,0,0,32779.359,1,,
430,06:34:17,06:34:37,225,28,,0,0,33697.449,1,,
431,05:32:12,05:32:32,21,0,,0,0,0.0,1,,
431,05:35:02,05:35:22,20,1,,0,0,1202.405,1,,
431,05:37:32,05:37:52,19,2,,0,0,2480.75,1,,
431,05:39:37,05:39:57,18,3,,0,0,3314.936,1,,
431,05:41:57,05:42:17,17,4,,0,0,4300.216,1,,
431,05:44:27,05:44:47,16,5,,0,0,5571.618,1,,
431,05:47:07,05:47:27,15,6,,0,0,7050.805,1,,
431,05:49:07,05:49:27,14,7,,0,0,7784.659,1,,
431,05:51:27,05:51:47,13,8,,0,0,9026.197,1,,
431,05:54:02,05:54:22,12,9,,0,0,10235.563,1,,
431,05:56:57,05:57:17,11,10,,0,0,11759.314,1,,
431,05:59:12,05:59:32,10,11,,0,0,12810.503,1,,
431,06:01:27,06:01:47,9,12,,0,0,13746.182,1,,
431,06:03:52,06:04:12,8,13,,0,0,14897.064,1,,
431,06:07:37,06:07:57,7,14,,0,0,17251.309,1,,
431,06:10:27,06:10:47,6,15,,0,0,18996.408,1,,
431,06:12:52,06:13:12,5,16,,0,0,20063.098,1,,
431,06:15:22,06:15:42,4,17,,0,0,21000.166,1,,
431,06:17:52,06:18:12,3,18,,0,0,22392.42,1,,
431,06:20:07,06:20:27,2,19,,0,0,23489.09,1,,
431,06:22:22,06:22:42,1,20,,0,0,24382.402,1,,
431,06:24:48,06:25:08,232,21,,0,0,25599.926,1,,
431,06:27:18,06:27:38,231,22,,0,0,26865.381,1,,
431,06:29:38,06:29:58,230,23,,0,0,28106.078,1,,
431,06:32:00,06:32:20,229,24,,0,0,29175.811,1,,
431,06:34:36,06:34:56,228,25,,0,0,30487.852,1,,
431,06:36:21,06:36:41,227,26,,0,0,31291.16,1,,
431,06:39:14,06:39:34,226,27,,0,0,32779.359,1,,
431,06:41:27,06:41:47,225,28,,0,0,33697.449,1,,
432,05:39:22,05:39:42,21,0,,0,0,0.0,1,,
432,05:42:12,05:42:32,20,1,,0,0,1202.405,1,,
432,05:44:42,05:45:02,19,2,,0,0,2480.75,1,,
432,05:46:47,05:47:07,18,3,,0,0,3314.936,1,,
432,05:49:07,05:49:27,17,4,,0,0,4300.216,1,,
432,05:51:37,05:51:57,16,5,,0,0,5571.618,1,,
432,05:54:17,05:54:37,15,6,,0,0,7050.805,1,,
432,05:56:17,05:56:37,14,7,,0,0,7784.659,1,,
432,05:58:37,05:58:57,13,8,,0,0,9026.197,1,,
432,06:01:12,06:01:32,12,9,,0,0,10235.563,1,,
432,06:04:07,06:04:27,11,10,,0,0,11759.314,1,,
432,06:06:22,06:06:42,10,11,,0,0,12810.503,1,,
432,06:08:37,06:08:57,9,12,,0,0,13746.182,1,,
432,06:11:02,06:11:22,8,13,,0,0,14897.064,1,,
432,06:14:47,06:15:07,7,14,,0,0,17251.309,1,,
432,06:17:37,06:17:57,6,15,,0,0,18996.408,1,,
432,06:20:02,06:20:22,5,16,,0,0,20063.098,1,,
432,06:22:32,06:22:52,4,17,,0,0,21000.166,1,,
432,06:25:02,06:25:22,3,18,,0,0,22392.42,1,,
432,06:27:17,06:27:37,2,19,,0,0,23489.09,1,,
432,06:29:32,06:29:52,1,20,,0,0,24382.402,1,,
432,06:31:58,06:32:18,232,21,,0,0,25599.926,1,,
432,06:34:28,06:34:48,231,22,,0,0,26865.381,1,,
432,06:36:48,06:37:08,230,23,,0,0,28106.078,1,,
432,06:39:10,06:39:30,229,24,,0,0,29175.811,1,,
432,06:41:46,06:42:06,228,25,,0,0,30487.852,1,,
432,06:43:31,06:43:51,227,26,,0,0,31291.16,1,,
432,06:46:24,06:46:44,226,27,,0,0,32779.359,1,,
432,06:48:37,06:48:57,225,28,,0,0,33697.449,1,,
433,05:46:32,05:46:52,21,0,,0,0,0.0,1,,
433,05:49:22,05:49:42,20,1,,0,0,1202.405,1,,
433,05:51:52,05:52:12,19,2,,0,0,2480.75,1,,
433,05:53:57,05:54:17,18,3,,0,0,3314.936,1,,
433,05:56:17,05:56:37,17,4,,0,0,4300.216,1,,
433,05:58:47,05:59:07,16,5,,0,0,5571.618,1,,
433,06:01:27,06:01:47,15,6,,0,0,7050.805,1,,
433,06:03:27,06:03:47,14,7,,0,0,7784.659,1,,
433,06:05:47,06:06:07,13,8,,0,0,9026.197,1,,
433,06:08:22,06:08:42,12,9,,0,0,10235.563,1,,
433,06:11:17,06:11:37,11,10,,0,0,11759.314,1,,
433,06:13:32,06:13:52,10,11,,0,0,12810.503,1,,
433,06:15:47,06:16:07,9,12,,0,0,13746.182,1,,
433,06:18:12,06:18:32,8,13,,0,0,14897.064,1,,
433,06:21:57,06:22:17,7,14,,0,0,17251.309,1,,
433,06:24:47,06:25:07,6,15,,0,0,18996.408,1,,
433,06:27:12,06:27:32,5,16,,0,0,20063.098,1,,
433,06:29:42,06:30:02,4,17,,0,0,21000.166,1,,
433,06:32:12,06:32:32,3,18,,0,0,22392.42,1,,
433,06:34:27,06:34:47,2,19,,0,0,23489.09,1,,
433,06:36:42,06:37:02,1,20,,0,0,24382.402,1,,
433,06:39:08,06:39:28,232,21,,0,0,25599.926,1,,
433,06:41:38,06:41:58,231,22,,0,0,26865.381,1,,
433,06:43:58,06:44:18,230,23,,0,0,28106.078,1,,
433,06:46:20,06:46:40,229,24,,0,0,29175.811,1,,
433,06:48:56,06:49:16,228,25,,0,0,30487.852,1,,
433,06:50:41,06:51:01,227,26,,0,0,31291.16,1,,
433,06:53:34,06:53:54,226,27,,0,0,32779.359,1,,
433,06:55:47,06:56:07,225,28,,0,0,33697.449,1,,
434,05:53:42,05:54:02,21,0,,0,0,0.0,1,,
434,05:56:32,05:56:52,20,1,,0,0,1202.405,1,,
434,05:59:02,05:59:22,19,2,,0,0,2480.75,1,,
434,06:01:07,06:01:27,18,3,,0,0,3314.936,1,,
434,06:03:27,06:03:47,17,4,,0,0,4300.216,1,,
434,06:05:57,06:06:17,16,5,,0,0,5571.618,1,,
434,06:08:37,06:08:57,15,6,,0,0,7050.805,1,,
434,06:10:37,06:10:57,14,7,,0,0,7784.659,1,,
434,06:12:57,06:13:17,13,8,,0,0,9026.197,1,,
434,06:15:32,06:15:52,12,9,,0,0,10235.563,1,,
434,06:18:27,06:18:47,11,10,,0,0,11759.314,1,,
434,06:20:42,06:21:02,10,11,,0,0,12810.503,1,,
434,06:22:57,06:23:17,9,12,,0,0,13746.182,1,,
434,06:25:22,06:25:42,8,13,,0,0,14897.064,1,,
434,06:29:07,06:29:27,7,14,,0,0,17251.309,1,,
434,06:31:57,06:32:17,6,15,,0,0,18996.408,1,,
434,06:34:22,06:34:42,5,16,,0,0,20063.098,1,,
434,06:36:52,06:37:12,4,17,,0,0,21000.166,1,,
434,06:39:22,06:39:42,3,18,,0,0,22392.42,1,,
434,06:41:37,06:41:57,2,19,,0,0,23489.09,1,,
434,06:43:52,06:44:12,1,20,,0,0,24382.402,1,,
434,06:46:18,06:46:38,232,21,,0,0,25599.926,1,,
434,06:48:48,06:49:08,231,22,,0,0,26865.381,1,,
434,06:51:08,06:51:28,230,23,,0,0,28106.078,1,,
434,06:53:30,06:53:50,229,24,,0,0,29175.811,1,,
434,06:56:06,06:56:26,228,25,,0,0,30487.852,1,,
434,06:57:51,06:58:11,227,26,,0,0,31291.16,1,,
434,07:00:44,07:01:04,226,27,,0,0,32779.359,1,,
434,07:02:57,07:03:17,225,28,,0,0,33697.449,1,,
435,06:00:52,06:01:12,21,0,,0,0,0.0,1,,
435,06:03:42,06:04:02,20,1,,0,0,1202.405,1,,
435,06:06:12,06:06:32,19,2,,0,0,2480.75,1,,
435,06:08:17,06:08:37,18,3,,0,0,3314.936,1,,
435,06:10:37,06:10:57,17,4,,0,0,4300.216,1,,
435,06:13:07,06:13:27,16,5,,0,0,5571.618,1,,
435,06:15:47,06:16:07,15,6,,0,0,7050.805,1,,
435,06:17:47,06:18:07,14,7,,0,0,7784.659,1,,
435,06:20:07,06:20:27,13,8,,0,0,9026.197,1,,
435,06:22:42,06:23:02,12,9,,0,0,10235.563,1,,
435,06:25:37,06:25:57,11,10,,0,0,11759.314,1,,
435,06:27:52,06:28:12,10,11,,0,0,12810.503,1,,
435,06:30:07,06:30:27,9,12,,0,0,13746.182,1,,
435,06:32:32,06:32:52,8,13,,0,0,14897.064,1,,
435,06:36:17,06:36:37,7,14,,0,0,17251.309,1,,
