Zomato link,name,city,area,rating,rating_count,telephone,cusine,cost_for_two,address,timings,online_order,table_reservation,delivery_only,famous_food,longitude,latitude
https://www.zomato.com/ncr/urban-grill-by-chef-scotty-lajpat-nagar-2-new-delhi,Urban Grill By Chef Scotty,Delhi NCR,Lajpat Nagar 2,4.3,313,011 61495329,"North Indian, Chinese, European, Biryani, Italian, Beverages",1000,"K100A, Ground Floor, Lajpat Nagar 2, New Delhi","{'Mon': [1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Tue': [1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Wed': [1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Thu': [1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Fri': [1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sat': [1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sun': [1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}",TRUE,TRUE,FALSE,"Mocktails , Dal Makhani , Pasta , Brownie , Momos , Dilli Ka Butter Chicken , Cheesecake",77.24653,28.56709
https://www.zomato.com/ncr/tekobyt-chhatarpur-new-delhi,tekObyt,Delhi NCR,Chhatarpur,3.8,47,#ERROR!,"Chinese, Fast Food, Thai",600,"Shop 4, Plot 75, B Block, Chhatarpur Extension, Near JVTS Garden, Chhatarpur, New Delhi","{'Mon': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Tue': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Wed': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Thu': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Fri': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Sat': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Sun': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5]}",TRUE,FALSE,FALSE,"Momos , Noodles",77.1804,28.492
https://www.zomato.com/ncr/lambas-ambarsari-dhaba-1-sector-41-noida,Lamba's Ambarsari Dhaba,Delhi NCR,"Sector 41, Noida",3.8,66,#ERROR!,"North Indian, Chinese",300,"2/33, Near HP Petrol Pump, Agapur, Main Dadri Road, Sector 41, Noida","{'Mon': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Tue': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Wed': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Thu': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Fri': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Sat': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Sun': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]}",TRUE,FALSE,FALSE,"Dal Makhani , Chicken Curry , Kadhai Paneer",77.36081,28.56137
https://www.zomato.com/ncr/nikke-tikke-kailash-colony-new-delhi,Nikke Tikke,Delhi NCR,Kailash Colony,3.9,131,011 49544717 +91 9958444717,"North Indian, Mughlai, Rolls, Biryani, Fast Food",600,"HS-20, Shop 3, Behind Kailash Colony Market, Kailash Colony, New Delhi","{'Mon': [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], 'Tue': [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], 'Wed': [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], 'Thu': [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], 'Fri': [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], 'Sat': [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], 'Sun': [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]}",TRUE,FALSE,FALSE,"Butter Chicken , Dal Makhani , Chicken Biryani , Chicken Burrah , Chicken Tandoori Platter , Chicken Malai Tikka , Korma Gravy",77.24049,28.55324
https://www.zomato.com/ncr/bille-di-hatti-kamla-nagar-new-delhi,Bille Di Hatti,Delhi NCR,Kamla Nagar,4,1119,011 45537004,Street Food,100,"72-D, Kamla Nagar, New Delhi","{'Mon': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], 'Tue': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], 'Wed': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], 'Thu': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], 'Fri': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], 'Sat': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], 'Sun': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]}",TRUE,FALSE,FALSE,"Poori Chole , Chole Bhature , Sweet Lassi , Halwa , Gulab Jamun , Chhole Bhature , Samosa",77.20173,28.68164
https://www.zomato.com/ncr/la-umami-sector-54-gurgaon,La Umami,Delhi NCR,"Sector 54, Gurgaon",3.8,69,#ERROR!,"Continental, Healthy Food, Chinese, North Indian",600,"Shop 2, Ground Floor, Time Centre, Golf Course Road, Sector 54, Gurgaon","{'Mon': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Tue': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Wed': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Thu': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Fri': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Sat': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Sun': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]}",TRUE,FALSE,FALSE,"Rice Bowl , Sandwich",77.10492,28.43565
https://www.zomato.com/ncr/happy-da-amritsari-kulcha-corner-ashok-vihar-phase-3-new-delhi,Happy Da Amritsari Kulcha Corner,Delhi NCR,Ashok Vihar Phase 3,3.8,97,#ERROR!,North Indian,200,"Shop 64, LSC Market, Ashok Vihar Phase 3, New Delhi","{'Mon': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Tue': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Wed': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Thu': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Fri': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Sat': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Sun': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5]}",TRUE,FALSE,FALSE,"Amritsari Kulcha , Chole , Aloo Kulcha , Mixed Kulcha",77.17751,28.69229
https://www.zomato.com/ncr/nirulas-ice-cream-1-sector-50-noida,Nirula's Ice Cream,Delhi NCR,"Sector 50, Noida",4,52,#ERROR!,"Fast Food, Ice Cream, Desserts",600,"First Floor, Plot 34 & 35, Central Market, Block B-1, Sector 50, Noida","{'Mon': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Tue': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Wed': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Thu': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Fri': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sat': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sun': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}",TRUE,FALSE,FALSE,"Hot Chocolate Fudge , Fruit Salad Sundae",77.36102,28.56918
https://www.zomato.com/ncr/spicy-duck-taj-palace-chanakyapuri-new-delhi,Spicy Duck - Taj Palace,Delhi NCR,Chanakyapuri,3.9,104,00 1166503665 00 1166503699,Asian,4000,"Taj Palace, 2 Sardar Patel Marg, Chanakyapuri, New Delhi","{'Mon': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0.75], 'Tue': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0.75], 'Wed': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0.75], 'Thu': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0.75], 'Fri': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0.75], 'Sat': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0.75], 'Sun': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0.75]}",FALSE,TRUE,FALSE,"Peking Duck , Jasmine Tea , Salad , Wine",77.17192,28.59503
https://www.zomato.com/ncr/biryani-central-vasant-kunj-new-delhi,Biryani Central,Delhi NCR,South Delhi,4.4,177,011 71565196,"Biryani, North Indian, Kebab, Hyderabadi, Lucknowi, Awadhi, Mughlai",600,,"{'Mon': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Tue': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Wed': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Thu': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Fri': [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sat': [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sun': [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}",TRUE,FALSE,TRUE,"Biryani , Nihari , Raita , Aam Panna , Dal Bukhara , Phirni , Kadhai Paneer",77.16466,28.52048
https://www.zomato.com/ncr/artusi-ristorante-in-piazza-horizon-golf-course-road-gurgaon,Artusi Ristorante in Piazza Horizon,Delhi NCR,Golf Course Road,4.3,544,0124 6676666,Italian,3500,"Plaza Level, 2 Horizon Center, Golf Course Road, Gurgaon","{'Mon': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Tue': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Wed': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Thu': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Fri': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Sat': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Sun': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5]}",FALSE,TRUE,FALSE,"Pasta , Panna Cotta , Tiramisu , Ferro Salad , Risotto , Ravioli , Chicken Pate",77.09707,28.45136
https://www.zomato.com/ncr/besharam-gujranwala-town-new-delhi,Besharam,Delhi NCR,Gujranwala Town,4.2,161,#ERROR!,"Continental, North Indian, Italian",1500,"3, ISC Complex, Part 1, Gujranwala Town, New Delhi","{'Mon': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Tue': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Wed': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Thu': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Fri': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sat': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sun': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}",FALSE,TRUE,FALSE,"Pizza , Pasta , Chicken Tikka , Momos , Virgin Sangria , Paneer Tikka , Beer",77.18932,28.7016
https://www.zomato.com/ncr/nayab-handi-dlf-phase-4-gurgaon,Nayab Handi,Delhi NCR,DLF Phase 4,4.6,414,011 71564709,"North Indian, Awadhi, Kebab",2000,"GL 204-206, 2nd Floor, Cross Point Mall, DLF Phase 4, Gurugram","{'Mon': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Tue': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Wed': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Thu': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Fri': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Sat': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5], 'Sun': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5]}",TRUE,TRUE,FALSE,"Butter Chicken , Paneer Makhmali , Mutton Biryani , Khamiri Roti , Shahi Tukda , Mocktails , Chicken Korma",77.08308,28.46816
https://www.zomato.com/ncr/ongton-sector-62-noida,Ongton,Delhi NCR,"Sector 62, Noida",4.1,93,#ERROR!,Chinese,350,"RN 11, B Block, Sector 62, Noida","{'Mon': [1, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Tue': [1, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Wed': [1, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Thu': [1, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Fri': [1, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sat': [1, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sun': [1, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}",TRUE,FALSE,TRUE,"Sweet Corn Soup , Noodle , Manchurian , Momos , Honey Chilli Potatoes , Chinese Salad , Spring Roll",77.36885,28.61733
https://www.zomato.com/ncr/rasoi-restaurant-dilshad-garden-new-delhi,Rasoi Restaurant,Delhi NCR,Dilshad Garden,3.8,819,011 22131010 011 22131111,"North Indian, Chinese, Mughlai",600,"L-35 A, Main Market, Dilshad Garden, New Delhi","{'Mon': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Tue': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Wed': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Thu': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Fri': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Sat': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], 'Sun': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]}",TRUE,FALSE,FALSE,"Butter Chicken , Chaap , Tandoori Chicken , Dal Makhani , Momos , Malai Tikka , Paneer Pasanda",77.32191,28.68165
https://www.zomato.com/ncr/paparizza-lust-for-crust-delhi-university-gtb-nagar-new-delhi,Paparizza - Lust For Crust,Delhi NCR,Delhi University-GTB Nagar,4.3,484,011 66992502,"Italian, Pizza, Desserts, Beverages",500,"2520, Hudson Ln, Hudson Lane, GTB Nagar, Delhi, 110009, India","{'Mon': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Tue': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Wed': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Thu': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Fri': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sat': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sun': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}",TRUE,TRUE,FALSE,"Pepperoni Pizza , Strawberry Shake , Pasta , Mocktails , Mojito , Tiramisu , Sangria",77.20422,28.69515
https://www.zomato.com/ncr/pb-da-kulcha-1-subhash-nagar-new-delhi,PB Da Kulcha,Delhi NCR,Subhash Nagar,3.8,97,#ERROR!,North Indian,250,"E-1, Shop 1, Ajay Enclave, Near Subhash Nagar Crossing, Subhash Nagar, New Delhi","{'Mon': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], 'Tue': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], 'Wed': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], 'Thu': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], 'Fri': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], 'Sat': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], 'Sun': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]}",TRUE,FALSE,FALSE,"Chole , Amritsari Kulcha , Paneer Kulcha , Mixed Kulcha , Aloo Kulcha , Mashed Potato",77.1076,28.64076
https://www.zomato.com/ncr/chandni-chowk-ke-mashoor-paranthe-sector-18-noida,Chandni Chowk Ke Mashoor Paranthe,Delhi NCR,"Sector 18, Noida",4,267,#ERROR!,North Indian,100,"G-24B, Savitri Market, Sector 18, Noida","{'Mon': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Tue': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Wed': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Thu': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Fri': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sat': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'Sun': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}",TRUE,FALSE,FALSE,"Lassi , Kullad Chai , Tea , Aloo Paratha , Methi Paratha , Raita , Paneer Parantha",77.32662,28.57004
